"","Player","Pos","Team","year","Age","G","PERz","WSper48z","BPMz","VORPz","score"
"12620","Patrick Ewing","C","NYK",1992,29,82,2.13,1.96,2.03,3.05,9.17
"387","Allen Iverson","PG","PHI",2006,30,72,2.89,1.35,1.99,2.92,9.15
"4987","Dwight Howard","C","ORL",2010,24,82,2.42,2.42,1.84,2.46,9.15
"147","Adrian Dantley","SF","UTA",1981,25,80,2.5,1.83,1.81,2.99,9.12
"8860","Julius Erving","SF","PHI",1984,33,77,2.15,1.63,2.4,2.92,9.1
"13374","Reggie Miller","SG","IND",1997,31,81,1.5,2,2.36,3.25,9.1
"15635","Tim Duncan","C","SAS",2009,32,75,2.52,1.83,2.21,2.52,9.09
"11059","Marques Johnson","SF","MIL",1981,24,76,1.93,2.2,2.29,2.65,9.08
"16503","Vince Carter","SF-SG","NJN , TOR",2005,28,77,2.15,1.24,2.43,3.25,9.08
"9379","Kevin Durant","SF","OKC",2011,22,78,2.33,1.79,2.03,2.92,9.07
"5320","Elton Brand","PF","LAC",2002,22,80,2.33,2.29,1.81,2.59,9.02
"4647","Dirk Nowitzki","PF","DAL",2011,32,73,2.28,2.24,2.1,2.39,9.01
"12667","Pau Gasol","C","LAL",2009,28,81,1.98,2.42,1.88,2.72,9.01
"2358","Carmelo Anthony","PF","NYK",2014,29,77,2.52,1.48,2.07,2.92,8.99
"9659","Kobe Bryant","SG","LAL",2001,22,68,2.55,1.92,1.99,2.52,8.98
"9660","Kobe Bryant","SG","LAL",2002,23,80,2.23,1.98,1.92,2.85,8.98
"1704","Brad Daugherty","C","CLE",1993,27,71,1.93,2.48,2.03,2.52,8.96
"2473","Charles Barkley","PF","HOU",1997,33,53,2.18,2.44,2.32,1.99,8.94
"5840","Gary Payton","PG","SEA",1998,29,82,1.84,1.81,2.1,3.18,8.94
"9450","Kevin Johnson","PG","PHO",1997,30,70,2.15,2.2,2.07,2.52,8.94
"8978","Kareem Abdul-Jabbar","C","LAL",1985,37,79,2.15,2.07,2.1,2.59,8.92
"8979","Kareem Abdul-Jabbar","C","LAL",1986,38,79,2.11,1.94,2.21,2.65,8.92
"1495","Blake Griffin","PF","LAC",2014,24,80,2.4,2.09,1.88,2.52,8.89
"4650","Dirk Nowitzki","PF","DAL",2014,35,80,2.33,1.98,2.07,2.52,8.89
"4691","Dominique Wilkins","SF","ATL",1991,31,81,2.3,1.57,2.03,2.99,8.89
"14493","Scottie Pippen","SF","CHI",1991,25,82,1.59,1.61,2.36,3.32,8.88
"10664","Manu Ginobili","SG","SAS",2012,34,34,2.45,3.05,2.77,0.61,8.87
"16048","Tracy McGrady","SG","HOU",2007,27,71,2.23,1.31,2.47,2.85,8.87
"8036","Jimmy Butler","SG","MIN",2018,28,59,2.35,1.96,2.36,2.19,8.86
"9443","Kevin Johnson","PG","PHO",1990,23,74,2.13,2,2.07,2.65,8.85
"9669","Kobe Bryant","SG","LAL",2011,32,82,2.4,1.59,2.14,2.72,8.85
"10034","Larry Nance","PF","CLE",1992,32,81,1.79,2.07,2.14,2.85,8.85
"6360","Hakeem Olajuwon","C","HOU",1996,33,72,2.79,1.37,2.03,2.65,8.84
"12736","Paul Pierce","SF","BOS",2006,28,79,2.33,1.59,1.99,2.92,8.83
"15489","Terry Porter","PG","POR",1990,26,80,1.45,2.03,2.36,2.99,8.83
"15624","Tim Duncan","PF","SAS",1998,21,82,2.08,1.85,1.92,2.99,8.83
"3429","Damian Lillard","PG","POR",2017,26,75,2.45,1.72,2.07,2.59,8.82
"1703","Brad Daugherty","C","CLE",1992,26,73,2.18,2.24,1.99,2.39,8.8
"15400","Terrell Brandon","PG","CLE",1997,26,78,1.81,1.65,2.29,3.05,8.8
"15111","Steve Francis","PG","HOU",2001,23,80,1.84,1.7,2.07,3.18,8.79
"6445","Hassan Whiteside","C","MIA",2016,26,73,2.84,2.61,1.73,1.6,8.78
"8226","Joel Embiid","C","PHI",2019,24,64,2.94,1.89,2.03,1.93,8.78
"9848","Kyrie Irving","PG","BRK",2020,27,20,2.98,2.29,3.02,0.47,8.78
"10987","Mark Price","PG","CLE",1992,27,72,2.11,2.09,2.36,2.19,8.75
"12668","Pau Gasol","C","LAL",2010,29,65,2.15,2.37,2.03,2.19,8.74
"2883","Chris Webber","PF","SAC",2002,28,54,2.52,2,2.21,1.99,8.73
"11058","Marques Johnson","SF","MIL",1980,23,77,1.93,2.11,2.1,2.59,8.73
"16966","Yao Ming","C","HOU",2007,26,48,3.03,2.37,2.07,1.27,8.73
"9464","Kevin Love","PF","MIN",2011,22,73,2.5,2.18,1.84,2.19,8.72
"15027","Stephen Curry","PG","GSW",2013,24,78,1.76,1.63,2.21,3.12,8.72
"8975","Kareem Abdul-Jabbar","C","LAL",1982,34,76,2.28,1.85,2.07,2.52,8.71
"148","Adrian Dantley","SF","UTA",1982,26,81,2.47,1.76,1.73,2.72,8.68
"15632","Tim Duncan","PF","SAS",2006,29,80,2.2,1.76,2.07,2.65,8.68
"6047","Gilbert Arenas","PG","WAS",2007,25,74,2.42,1.57,1.95,2.72,8.67
"8471","John Stockton","PG","UTA",2002,39,82,1.91,2,2.18,2.59,8.67
"2842","Chris Paul","PG","NOH",2010,24,45,2.35,2.07,2.51,1.73,8.66
"3546","Dana Barros","PG","PHI",1995,27,82,1.67,1.68,2.07,3.25,8.66
"4189","DeMarcus Cousins","C","SAC",2014,23,71,2.94,1.37,2.14,2.19,8.64
"6143","Grant Hill","SF","DET",1999,26,50,2.4,1.79,2.51,1.93,8.63
"1860","Brent Barry","SG","SEA",2002,30,81,1.28,1.83,2.25,3.25,8.61
"2462","Charles Barkley","PF","PHI",1986,22,80,2.03,1.55,2.1,2.92,8.61
"4659","Doc Rivers","PG","ATL",1987,25,82,1.42,1.83,2.43,2.92,8.61
"11513","Michael Jordan","SG","CHI",1986,22,18,3.28,1.26,3.8,0.28,8.61
"14159","Russell Westbrook","PG","OKC",2013,24,82,2.4,1.91,1.84,2.46,8.6
"1307","Bernard King","SF","NYK",1984,27,77,2.11,2.33,1.88,2.26,8.58
"14862","Sidney Moncrief","SG","MIL",1982,24,80,1.47,2.29,1.99,2.79,8.54
"9018","Kawhi Leonard","SF","SAS",2015,23,64,1.93,2.07,2.4,2.13,8.53
"14256","Sam Cassell","PG","MIN",2004,34,81,2.13,2.09,1.84,2.46,8.52
"15182","Steve Nash","PG","DAL",2003,28,82,2.08,2.11,1.92,2.39,8.5
"15656","Tim Hardaway","PG","MIA",1998,31,81,1.59,1.72,2.14,3.05,8.5
"8976","Kareem Abdul-Jabbar","C","LAL",1983,35,79,2.33,2.09,1.88,2.19,8.49
"14708","Shaquille O'Neal","C","LAL",2004,31,67,2.52,1.85,1.99,2.13,8.49
"2838","Chris Paul","PG","NOK",2006,20,78,1.96,1.59,2.14,2.79,8.48
"14771","Shawn Kemp","PF","SEA",1994,24,79,2.15,2.29,1.84,2.19,8.48
"308","Alex English","SF","DEN",1983,29,82,2.45,1.37,1.92,2.72,8.46
"6356","Hakeem Olajuwon","C","HOU",1992,29,70,2.35,1.59,2.07,2.46,8.46
"15639","Tim Duncan","C","SAS",2013,36,69,2.52,1.83,2.18,1.93,8.46
"16477","Victor Oladipo","SG","IND",2018,25,75,2.2,1.17,2.36,2.72,8.45
"8038","Jimmy Butler","SF","MIA",2020,30,54,2.28,2.35,2.14,1.66,8.43
"6126","Gordon Hayward","SF","UTA",2017,26,73,1.98,1.98,2.07,2.39,8.42
"12056","Moses Malone","C","HOU",1981,25,80,2.69,2.03,1.44,2.26,8.42
"2824","Chris Mullin","SF","GSW",1990,26,78,2.11,1.52,2.07,2.72,8.41
"2825","Chris Mullin","SF","GSW",1991,27,82,1.79,1.55,1.95,3.12,8.41
"5837","Gary Payton","PG","SEA",1995,26,82,1.76,1.76,2.03,2.85,8.4
"10988","Mark Price","PG","CLE",1993,28,75,1.96,1.94,2.18,2.32,8.4
"9658","Kobe Bryant","SG","LAL",2000,21,66,1.86,2.03,2.1,2.39,8.39
"15883","Toni Kukoc","SF","CHI",1996,27,81,1.54,2.57,2.21,2.06,8.39
"16965","Yao Ming","C","HOU",2006,25,57,2.81,2.2,1.84,1.53,8.39
"628","Andrei Kirilenko","SF","UTA",2003,21,80,1.71,1.98,2.36,2.32,8.38
"631","Andrei Kirilenko","SF","UTA",2006,24,69,1.62,0.98,2.66,3.12,8.37
"10663","Manu Ginobili","SG","SAS",2011,33,80,1.86,1.91,2.21,2.39,8.37
"15641","Tim Duncan","C","SAS",2015,38,77,2.08,2.13,2.1,2.06,8.37
"419","Alonzo Mourning","C","MIA",1999,28,46,2.57,2.29,2.03,1.47,8.36
"3783","Darrell Armstrong","PG","ORL",1999,30,50,1.98,2.09,2.69,1.6,8.36
"5009","Dwyane Wade","SG","MIA",2005,23,77,2.2,1.57,1.92,2.65,8.35
"9885","LaMarcus Aldridge","C","SAS",2018,32,75,2.67,2.16,1.66,1.86,8.35
"2316","Carlos Boozer","PF","UTA",2007,25,74,2.45,1.72,1.92,2.26,8.34
"13372","Reggie Miller","SG","IND",1995,29,81,1.47,2.07,2.14,2.65,8.34
"4646","Dirk Nowitzki","PF","DAL",2010,31,81,2.15,1.89,1.77,2.52,8.33
"9671","Kobe Bryant","SG","LAL",2013,34,78,2.18,1.52,1.92,2.72,8.33
"12733","Paul Pierce","SG","BOS",2003,25,79,2.11,1.2,2.03,2.99,8.32
"14787","Shawn Marion","PF","PHO",2005,26,81,1.86,1.83,1.84,2.79,8.32
"1088","Artis Gilmore","C","CHI",1982,32,82,2.03,2.15,1.81,2.32,8.31
"4426","Derrick Rose","PG","CHI",2012,23,39,2.18,2.2,2.58,1.33,8.3
"6334","Gus Williams","PG","SEA",1982,28,80,1.89,1.46,2.1,2.85,8.3
"8062","Joakim Noah","C","CHI",2014,28,80,1.45,1.81,2.18,2.85,8.29
"9968","Larry Bird","SF","BOS",1990,33,75,1.91,1.15,2.18,3.05,8.28
"2608","Chauncey Billups","PG","DET",2007,30,70,1.76,2.29,1.95,2.26,8.27
"15184","Steve Nash","PG","PHO",2005,30,75,1.93,2.05,1.95,2.32,8.27
"4888","Draymond Green","PF","GSW",2016,25,81,1.28,1.81,2.25,2.92,8.26
"6140","Grant Hill","SF","DET",1996,23,80,1.67,1.48,1.99,3.12,8.26
"12022","Mookie Blaylock","PG","ATL",1994,26,81,1.35,1.41,2.32,3.18,8.26
"10029","Larry Nance","PF","PHO",1987,27,69,1.98,1.81,2.07,2.39,8.25
"6352","Hakeem Olajuwon","C","HOU",1988,25,79,2.28,1.66,1.84,2.46,8.24
"10687","Marc Gasol","C","MEM",2015,30,81,1.86,1.66,2.1,2.59,8.22
"1087","Artis Gilmore","C","CHI",1981,31,82,1.86,2.15,1.81,2.39,8.21
"2659","Chris Bosh","C","TOR",2008,23,67,2.37,2,1.84,1.99,8.21
"14866","Sidney Moncrief","PG","MIL",1986,28,73,1.45,2.35,2.03,2.39,8.21
"5325","Elton Brand","PF","LAC",2007,27,80,2.2,1.63,1.77,2.59,8.19
"10685","Marc Gasol","C","MEM",2013,28,80,1.32,1.94,2.14,2.79,8.19
"12738","Paul Pierce","SF","BOS",2008,30,80,1.35,2.13,1.99,2.72,8.19
"2470","Charles Barkley","PF","PHO",1994,30,65,2.13,1.72,2.14,2.19,8.18
"13699","Robert Parish","C","BOS",1983,29,78,2.18,2.2,1.81,1.99,8.18
"4496","Detlef Schrempf","SF","SEA",1995,32,82,1.52,2.28,1.84,2.52,8.16
"12784","Peja Stojakovic","SF","SAC",2004,26,81,1.89,1.96,1.66,2.65,8.16
"8033","Jimmy Butler","SG","CHI",2015,25,65,1.76,2.26,1.92,2.19,8.13
"2357","Carmelo Anthony","PF","NYK",2013,28,67,2.62,1.7,1.81,1.99,8.12
"10985","Mark Price","PG","CLE",1990,25,73,1.71,1.61,2.14,2.65,8.12
"12735","Paul Pierce","SF","BOS",2005,27,82,1.89,1.66,1.92,2.65,8.12
"8227","Joel Embiid","C","PHI",2020,25,44,2.91,2.05,2.14,1,8.11
"2878","Chris Webber","PF","WSB",1997,23,72,1.89,1.24,2.18,2.79,8.09
"13375","Reggie Miller","SG","IND",1998,32,81,1.4,2.11,1.99,2.59,8.09
"7400","Jason Kidd","PG","PHO",1999,25,50,2.06,1.78,2.25,1.99,8.08
"8467","John Stockton","PG","UTA",1998,35,64,1.89,2.11,2.29,1.8,8.08
"12617","Patrick Ewing","C","NYK",1989,26,80,1.96,1.65,1.88,2.59,8.08
"7915","Jerry Stackhouse","SG","DET",2001,26,80,1.89,0.83,2.1,3.25,8.07
"3090","Clint Capela","C","HOU",2018,23,74,2.55,2.77,1.48,1.27,8.06
"13371","Reggie Miller","SG","IND",1994,28,79,1.5,2.22,1.95,2.39,8.06
"4686","Dominique Wilkins","SF","ATL",1986,26,78,2.25,1.44,1.77,2.59,8.05
"5017","Dwyane Wade","SG","MIA",2013,31,69,2.42,1.85,1.84,1.93,8.05
"5618","Fat Lever","SG","DEN",1988,27,82,1.57,1.31,2.1,3.05,8.04
"9493","Kevin McHale","PF","BOS",1986,28,68,1.84,2.37,1.84,1.99,8.04
"6333","Gus Williams","PG","SEA",1980,26,82,1.59,1.76,1.95,2.72,8.03
"13368","Reggie Miller","SG","IND",1991,25,82,1.74,2.03,1.77,2.46,8
"5889","George Gervin","SG","SAS",1982,29,79,2.47,1.66,1.66,2.19,7.99
"1308","Bernard King","SF","NYK",1985,28,55,2.72,1.37,2.1,1.8,7.98
"11941","Mitch Richmond","SG","SAC",1997,31,81,1.84,1.37,1.92,2.85,7.98
"8468","John Stockton","PG","UTA",1999,36,50,1.91,2.31,2.47,1.27,7.96
"9808","Kyle Lowry","PG","TOR",2014,27,79,1.47,1.94,1.95,2.59,7.96
"4688","Dominique Wilkins","SF","ATL",1988,28,78,2.35,1.26,1.81,2.52,7.94
"12619","Patrick Ewing","C","NYK",1991,28,81,2.35,1.17,1.77,2.65,7.94
"14865","Sidney Moncrief","PG","MIL",1985,27,73,1.47,1.94,1.99,2.52,7.93
"15069","Stephon Marbury","PG","NYK",2005,27,82,1.91,1.46,1.77,2.79,7.93
"10748","Marcus Camby","C","NYK",2001,26,63,1.67,2.61,1.92,1.73,7.92
"16504","Vince Carter","SG","NJN",2006,29,79,1.84,1.13,2.1,2.85,7.92
"5887","George Gervin","SG","SAS",1980,27,78,2.42,1.5,1.66,2.32,7.91
"14789","Shawn Marion","SF","PHO",2007,28,80,1.64,1.83,1.84,2.59,7.91
"15625","Tim Duncan","PF","SAS",1999,22,50,2.23,2.24,1.88,1.53,7.88
"6142","Grant Hill","SF","DET",1998,25,81,1.74,1.05,1.95,3.12,7.87
"12751","Paul Pressey","SF","MIL",1986,27,80,1.1,1.52,2.32,2.92,7.86
"6350","Hakeem Olajuwon","C","HOU",1986,23,68,2.47,1.74,1.7,1.93,7.84
"10984","Mark Price","PG","CLE",1989,24,75,1.59,1.98,1.88,2.39,7.84
"7407","Jason Kidd","PG","NJN",2006,32,80,1.25,1.31,2.21,3.05,7.83
"8488","John Wall","PG","WAS",2017,26,78,2.23,1.05,1.95,2.59,7.83
"12731","Paul Pierce","SF","BOS",2001,23,82,2.01,1.26,1.84,2.72,7.83
"5617","Fat Lever","PG","DEN",1987,26,82,1.64,1.13,2.07,2.99,7.82
"9663","Kobe Bryant","SG","LAL",2005,26,66,2.25,0.98,2.07,2.52,7.82
"15436","Terry Cummings","PF","MIL",1985,23,79,1.96,1.79,1.81,2.26,7.82
"6045","Gilbert Arenas","PG","WAS",2005,23,80,1.76,1.42,1.77,2.85,7.81
"12686","Paul George","SF","IND",2014,23,80,1.47,1.59,2.03,2.72,7.81
"13786","Rod Strickland","PG","POR",1995,28,64,1.84,1.61,2.18,2.19,7.81
"146","Adrian Dantley","SF","UTA",1980,24,68,2.5,1.79,1.59,1.93,7.8
"380","Allen Iverson","SG","PHI",1999,23,48,1.98,1.5,2.32,1.99,7.8
"2839","Chris Paul","PG","NOK",2007,21,64,1.93,1.61,2.07,2.19,7.8
"10555","Magic Johnson","SG","LAL",1980,20,77,1.59,1.63,1.99,2.59,7.8
"1098","Arvydas Sabonis","C","POR",1997,32,69,1.89,2.09,2.21,1.6,7.79
"9219","Kenny Anderson","PG","POR",1997,26,82,1.32,1.87,1.84,2.72,7.76
"9442","Kevin Johnson","PG","PHO",1989,22,81,1.57,1.7,1.77,2.72,7.76
"12741","Paul Pierce","SF","BOS",2011,33,80,1.37,2.02,1.92,2.46,7.76
"1494","Blake Griffin","PF","LAC",2013,23,80,2.03,1.92,1.73,2.06,7.75
"4640","Dirk Nowitzki","C","DAL",2004,25,77,2.06,1.81,1.62,2.26,7.75
"8806","Josh Smith","PF","ATL",2010,24,81,1.69,1.17,2.1,2.79,7.75
"9012","Karl Malone","PF","UTA",2003,39,81,1.86,1.66,1.77,2.46,7.75
"11061","Marques Johnson","SF","MIL",1983,26,80,1.71,1.63,1.88,2.52,7.75
"3427","Damian Lillard","PG","POR",2015,24,82,1.62,1.52,1.95,2.65,7.74
"9812","Kyle Lowry","PG","TOR",2018,31,78,1.32,1.89,2.14,2.39,7.74
"3109","Clyde Drexler","SG","POR",1987,24,82,1.5,1.22,2.03,2.99,7.73
"5619","Fat Lever","SG","DEN",1989,28,71,1.59,1.28,2.14,2.72,7.73
"13202","Rasheed Wallace","PF","POR",2001,26,77,1.67,1.63,1.84,2.59,7.73
"9958","Larry Bird","PF","BOS",1980,23,82,1.57,1.66,1.88,2.59,7.7
"6444","Hassan Whiteside","C","MIA",2015,25,48,2.96,2.39,1.73,0.61,7.69
"2661","Chris Bosh","C","TOR",2010,25,70,2.67,1.66,1.55,1.8,7.68
"10661","Manu Ginobili","SG","SAS",2009,31,44,2.15,2.05,2.47,1,7.68
"14783","Shawn Marion","SF","PHO",2001,22,79,1.69,1.92,1.73,2.32,7.67
"416","Alonzo Mourning","C","MIA",1996,25,70,2.11,1.59,1.77,2.19,7.66
"9422","Kevin Garnett","PF","BOS",2009,32,57,1.74,1.87,2.32,1.73,7.66
"14157","Russell Westbrook","PG","OKC",2011,22,82,2.33,1.24,1.77,2.32,7.66
"9449","Kevin Johnson","PG","PHO",1996,29,56,2.13,1.91,1.95,1.66,7.65
"5838","Gary Payton","PG","SEA",1996,27,81,1.35,1.52,1.92,2.85,7.64
"14160","Russell Westbrook","PG","OKC",2014,25,46,2.59,1.59,2.25,1.2,7.64
"8472","John Stockton","PG","UTA",2003,40,82,1.69,1.81,2.07,2.06,7.63
"6851","Jack Sikma","C","SEA",1982,26,82,1.59,1.98,1.66,2.39,7.62
"4309","Derek Harper","PG","DAL",1987,25,77,1.45,1.57,2.14,2.46,7.61
"13255","Ray Allen","SG","MIL",2002,26,69,1.84,1.42,2.03,2.32,7.61
"14864","Sidney Moncrief","SG","MIL",1984,26,79,1.4,1.96,1.73,2.52,7.61
"5183","Eddie Jones","SG","CHH",2000,28,72,1.42,1.48,2.03,2.65,7.59
"13367","Reggie Miller","SG","IND",1990,24,82,1.64,1.66,1.7,2.59,7.59
"13373","Reggie Miller","SG","IND",1996,30,76,1.47,1.78,1.95,2.39,7.59
"5841","Gary Payton","PG","SEA",1999,30,50,2.2,1.48,2.1,1.8,7.58
"5843","Gary Payton","PG","SEA",2001,32,79,1.96,1.26,1.7,2.65,7.57
"13259","Ray Allen","SG","SEA",2006,30,78,1.98,1.07,1.84,2.65,7.56
"6730","Isiah Thomas","PG","DET",1986,24,77,1.74,1.09,2.07,2.65,7.55
"12688","Paul George","SF","IND",2016,25,81,1.67,1.2,2.03,2.65,7.55
"7108","James Harden","SG","OKC",2012,22,62,1.71,2.55,1.81,1.47,7.54
"386","Allen Iverson","PG","PHI",2005,29,75,2.23,0.81,1.77,2.72,7.53
"3091","Clint Capela","C","HOU",2019,24,67,2.37,2.55,1.33,1.27,7.52
"8712","Jose Calderon","PG","TOR",2008,26,82,1.57,1.94,1.88,2.13,7.52
"9611","Kiki Vandeweghe","PF","DEN",1984,25,78,2.33,1.65,1.55,1.99,7.52
"149","Adrian Dantley","SF","UTA",1983,27,22,2.52,2.59,1.99,0.41,7.51
"5322","Elton Brand","PF","LAC",2004,24,69,2.23,1.52,1.7,2.06,7.5
"4989","Dwight Howard","C","ORL",2012,26,54,2.47,1.61,1.81,1.6,7.49
"2823","Chris Mullin","SF","GSW",1989,25,82,1.91,1.35,1.7,2.52,7.48
"1623","Bobby Jones","PF","PHI",1981,29,81,1.47,2.31,1.95,1.73,7.47
"1824","Brandon Roy","SG","POR",2010,25,65,1.76,1.63,1.95,2.13,7.47
"2604","Chauncey Billups","PG","DET",2003,26,74,1.54,2.07,1.92,1.93,7.46
"1099","Arvydas Sabonis","C","POR",1998,33,73,1.67,2,1.84,1.93,7.44
"3428","Damian Lillard","PG","POR",2016,25,75,1.98,1.35,1.84,2.26,7.44
"4103","DeAndre Jordan","C","LAC",2017,28,81,1.89,2.39,1.44,1.73,7.44
"2475","Charles Barkley","PF","HOU",1999,35,42,2.2,2.28,1.88,1.07,7.43
"15189","Steve Nash","PG","PHO",2010,35,81,1.84,1.59,1.81,2.19,7.43
"9843","Kyrie Irving","PG","CLE",2015,22,75,1.81,1.68,1.73,2.19,7.42
"6728","Isiah Thomas","PG","DET",1984,22,82,1.67,0.96,1.99,2.79,7.41
"2606","Chauncey Billups","PG","DET",2005,28,80,1.2,2.03,1.77,2.39,7.4
"13934","Ron Harper","SG","CLE",1989,25,82,1.4,1.46,1.95,2.59,7.4
"15650","Tim Hardaway","PG","GSW",1991,24,82,1.67,1.04,1.84,2.85,7.4
"1261","Ben Wallace","C","DET",2002,27,80,1.1,1.81,1.88,2.59,7.39
"12024","Mookie Blaylock","PG","ATL",1996,28,81,1.18,1.05,2.18,2.99,7.39
"13258","Ray Allen","SG","SEA",2005,29,78,1.67,1.41,1.73,2.59,7.39
"1498","Blake Griffin","PF","LAC",2017,27,61,2.08,1.61,1.95,1.73,7.38
"4375","Derrick Coleman","PF","NJN",1994,26,77,1.79,1.46,1.81,2.32,7.38
"6709","Isaiah Thomas","PG","BOS",2016,26,82,1.81,1.57,1.81,2.19,7.38
"13698","Robert Parish","C","BOS",1982,28,80,2.08,1.81,1.62,1.86,7.38
"14128","Rudy Gobert","C","UTA",2015,22,82,1.84,2.11,1.77,1.66,7.38
"14133","Rudy Gobert","C","UTA",2020,27,62,1.86,2.46,1.59,1.47,7.37
"9424","Kevin Garnett","PF","BOS",2011,34,71,1.59,1.89,1.95,1.93,7.36
"12023","Mookie Blaylock","PG","ATL",1995,27,80,1.25,1.02,2.1,2.99,7.36
"739","Anfernee Hardaway","PG","ORL",1997,25,59,1.79,1.54,2.03,1.99,7.35
"737","Anfernee Hardaway","PG","ORL",1995,23,77,1.64,1.57,1.73,2.39,7.34
"9959","Larry Bird","PF","BOS",1981,24,82,1.42,1.26,1.81,2.85,7.34
"12712","Paul Millsap","PF","ATL",2016,30,81,1.76,1.68,1.77,2.13,7.34
"1500","Blake Griffin","PF","DET",2019,29,75,1.69,1.02,2.1,2.52,7.33
"4645","Dirk Nowitzki","PF","DAL",2009,30,81,2.2,1.46,1.48,2.19,7.33
"14700","Shaquille O'Neal","C","ORL",1996,23,54,3.01,1.46,1.59,1.27,7.32
"1496","Blake Griffin","PF","LAC",2015,25,67,2.13,1.68,1.7,1.8,7.31
"13370","Reggie Miller","SG","IND",1993,27,82,1.3,1.68,1.81,2.52,7.31
"15996","Tony Parker","PG","SAS",2013,30,66,2.18,2.11,1.55,1.47,7.3
"3631","Danny Granger","SF","IND",2009,25,67,1.89,1.22,1.99,2.19,7.29
"4312","Derek Harper","PG","DAL",1990,28,82,1.4,1.22,1.95,2.72,7.29
"7633","Jeff Hornacek","SG","PHO",1992,28,81,1.18,1.65,1.81,2.65,7.29
"16505","Vince Carter","SG","NJN",2007,30,82,1.89,1.28,1.66,2.46,7.28
"4985","Dwight Howard","C","ORL",2008,22,82,2.15,2,1.25,1.86,7.27
"584","Andre Miller","PG","CLE",2002,25,81,1.89,1.31,1.66,2.39,7.25
"1493","Blake Griffin","PF","LAC",2012,22,66,2.28,1.72,1.59,1.66,7.25
"6107","Goran Dragic","SG","PHO",2014,27,76,1.79,1.74,1.66,2.06,7.25
"12673","Pau Gasol","PF","CHI",2015,34,78,2.11,1.76,1.51,1.86,7.24
"14697","Shaquille O'Neal","C","ORL",1993,20,81,2.15,1.31,1.51,2.26,7.24
"2005","Brook Lopez","C","BRK",2013,24,74,2.59,1.83,1.4,1.4,7.23
"4351","Deron Williams","PG","UTA",2008,23,82,1.64,1.57,1.62,2.39,7.23
"9668","Kobe Bryant","SG","LAL",2010,31,73,1.91,1.26,1.73,2.32,7.23
"12767","Paul Westphal","SG","PHO",1980,29,82,1.71,1.79,1.66,2.06,7.23
"4374","Derrick Coleman","PF","NJN",1993,25,76,1.74,1.35,1.81,2.32,7.22
"6449","Hassan Whiteside","C","POR",2020,30,61,2.67,2.07,1.4,1.07,7.21
"15187","Steve Nash","PG","PHO",2008,33,81,1.71,1.65,1.66,2.19,7.21
"5323","Elton Brand","PF","LAC",2005,25,81,2.03,1.42,1.55,2.19,7.2
"3504","Dan Issel","C","DEN",1980,31,82,1.98,1.78,1.44,1.99,7.19
"9497","Kevin McHale","PF","BOS",1990,32,82,1.89,1.91,1.48,1.93,7.19
"11554","Michael Redd","SG","MIL",2006,26,80,1.74,1.37,1.62,2.46,7.19
"14175","Ryan Anderson","PF","ORL",2012,23,61,1.74,2.35,1.7,1.4,7.18
"8034","Jimmy Butler","SG","CHI",2016,26,67,1.76,1.57,1.84,1.99,7.17
"5620","Fat Lever","SG","DEN",1990,29,79,1.42,1.05,2.03,2.65,7.16
"14886","Sleepy Floyd","PG","GSW",1987,26,82,1.5,1.2,1.81,2.65,7.16
"4660","Doc Rivers","PG","ATL",1988,26,80,1.54,1.24,2.03,2.32,7.14
"823","Anthony Davis","C","NOP",2016,22,61,2.67,1.26,1.66,1.53,7.12
"14776","Shawn Kemp","PF","CLE",1999,29,42,2.33,2.09,1.77,0.94,7.12
"450","Alvan Adams","C","PHO",1981,26,75,1.52,1.63,2.1,1.86,7.11
"9495","Kevin McHale","PF","BOS",1988,30,64,1.91,2.09,1.51,1.6,7.11
"11391","Michael Adams","PG","DEN",1991,28,66,2.01,0.67,2.18,2.26,7.11
"1190","Baron Davis","PG","NOH",2004,24,67,1.62,0.76,2.14,2.59,7.1
"10689","Marc Gasol","C","MEM",2017,32,74,1.52,0.98,2.14,2.46,7.1
"2852","Chris Paul","PG","OKC",2020,34,63,1.86,1.89,1.81,1.53,7.09
"9605","Khris Middleton","SF","MIL",2020,28,55,1.79,2.26,1.84,1.2,7.09
"7637","Jeff Hornacek","SG","UTA",1996,32,82,1.23,1.81,1.84,2.19,7.08
"10859","Mark Aguirre","SF","DAL",1984,24,79,2.3,1.05,1.59,2.13,7.07
"11685","Mike Conley","PG","MEM",2019,31,70,1.79,1.33,1.95,1.99,7.07
"15065","Stephon Marbury","PG","NJN",2001,23,67,2.11,1.02,1.81,2.13,7.06
"15113","Steve Francis","PG","HOU",2003,25,81,1.59,1.26,1.62,2.59,7.06
"15882","Toni Kukoc","SF","CHI",1995,26,81,1.4,1.72,1.81,2.13,7.05
"204","Al Horford","C","BOS",2019,32,68,1.5,1.65,2.1,1.8,7.04
"307","Alex English","SF","DEN",1982,28,82,1.98,1.11,1.62,2.32,7.04
"3997","David Robinson","C","SAS",2002,36,78,1.52,2.2,1.66,1.66,7.04
"4356","Deron Williams","PG","BRK",2013,28,78,1.52,1.7,1.62,2.19,7.04
"2879","Chris Webber","C","WAS",1998,24,71,1.67,0.93,1.92,2.52,7.03
"9650","Klay Thompson","SG","GSW",2015,24,77,1.64,1.48,1.84,2.06,7.03
